Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,count at GraphLoader.scala:93,,1200,1441169694062,1441170104139,410077,True,
3,mapPartitions at VertexRDD.scala:358,,1200,1441170104524,1441170385757,281233,True,
2,mapPartitions at VertexRDDImpl.scala:247,1,1200,1441170385859,1441170606175,220316,True,
4,mapPartitions at VertexRDDImpl.scala:247,3,1200,1441170385900,1441170694066,308166,True,
5,mapPartitions at GraphImpl.scala:235,2 4,1200,1441170694111,1441171486064,791953,True,
6,reduce at VertexRDDImpl.scala:90,5 3,1200,1441171486093,1441171571961,85868,True,
12,mapPartitions at VertexRDDImpl.scala:247,9 11,1200,1441171572734,1441171899362,326628,True,
17,mapPartitions at VertexRDDImpl.scala:251,16 14,1200,1441171572755,1441171953940,381185,True,
18,mapPartitions at GraphImpl.scala:235,15 12 13 17,1200,1441171953984,1441174391256,2437272,True,
19,reduce at VertexRDDImpl.scala:90,16 18 14,1200,1441174391281,1441174590262,198981,True,
32,mapPartitions at VertexRDDImpl.scala:247,27 31 29,1200,1441174591939,1441174747360,155421,True,
40,mapPartitions at VertexRDDImpl.scala:251,37 35 39,1200,1441174591960,1441174805605,213645,True,
41,mapPartitions at GraphImpl.scala:235,33 34 32 36 40,1200,1441174805637,1441175990441,1184804,True,
42,reduce at VertexRDDImpl.scala:90,37 35 39 41,1200,1441175990466,1441176151531,161065,True,
65,mapPartitions at VertexRDDImpl.scala:247,60 64 58 62,1200,1441176153984,1441176304450,150466,True,
76,mapPartitions at VertexRDDImpl.scala:251,71 75 69 73,1200,1441176154005,1441176363393,209388,True,
77,mapPartitions at GraphImpl.scala:235,66 70 67 68 76 65,1200,1441176363423,1441177616458,1253035,True,
78,reduce at VertexRDDImpl.scala:90,71 75 69 73 77,1200,1441177616481,1441177722616,106135,True,
114,mapPartitions at VertexRDDImpl.scala:247,107 111 105 109 113,1200,1441177725993,1441177865084,139091,True,
128,mapPartitions at VertexRDDImpl.scala:251,121 125 119 123 127,1200,1441177726018,1441177903305,177287,True,
129,mapPartitions at GraphImpl.scala:235,117 114 118 115 120 116 128,1200,1441177903340,1441178419090,515750,True,
130,reduce at VertexRDDImpl.scala:90,129 121 125 119 123 127,1200,1441178419114,1441178476267,57153,True,
31,mapPartitions at GraphImpl.scala:235,30 28 25 26,1200,0,0,0,False,
33,mapPartitions at VertexRDDImpl.scala:247,27 29,1200,0,0,0,False,
34,mapPartitions at VertexRDDImpl.scala:247,27,1200,0,0,0,False,
35,mapPartitions at VertexRDD.scala:358,,1200,0,0,0,False,
36,mapPartitions at VertexRDDImpl.scala:247,35,1200,0,0,0,False,
37,mapPartitions at GraphImpl.scala:235,34 36,1200,0,0,0,False,
38,mapPartitions at VertexRDDImpl.scala:251,37 35,1200,0,0,0,False,
39,mapPartitions at GraphImpl.scala:235,33 34 38 36,1200,0,0,0,False,
43,mapPartitions at VertexRDD.scala:358,,1200,0,0,0,False,
44,mapPartitions at VertexRDDImpl.scala:247,43,1200,0,0,0,False,
