Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,count at GraphLoader.scala:93,,1200,1441295158925,1441295246847,87922,True,
3,mapPartitions at VertexRDD.scala:358,,1200,1441295247210,1441295307131,59921,True,
2,mapPartitions at VertexRDDImpl.scala:247,1,1200,1441295307213,1441295361040,53827,True,
4,mapPartitions at VertexRDDImpl.scala:247,3,1200,1441295307250,1441295382491,75241,True,
5,mapPartitions at GraphImpl.scala:235,2 4,1200,1441295382531,1441295522215,139684,True,
6,reduce at VertexRDDImpl.scala:90,5 3,1200,1441295522242,1441295550731,28489,True,
12,mapPartitions at VertexRDDImpl.scala:247,9 11,1200,1441295551512,1441295606972,55460,True,
17,mapPartitions at VertexRDDImpl.scala:251,16 14,1200,1441295551536,1441295622320,70784,True,
18,mapPartitions at GraphImpl.scala:235,15 12 13 17,1200,1441295622364,1441296008084,385720,True,
19,reduce at VertexRDDImpl.scala:90,16 18 14,1200,1441296008109,1441296042246,34137,True,
32,mapPartitions at VertexRDDImpl.scala:247,27 31 29,1200,1441296043793,1441296080907,37114,True,
40,mapPartitions at VertexRDDImpl.scala:251,37 35 39,1200,1441296043815,1441296096987,53172,True,
41,mapPartitions at GraphImpl.scala:235,33 34 32 36 40,1200,1441296097016,1441296377970,280954,True,
42,reduce at VertexRDDImpl.scala:90,37 35 39 41,1200,1441296377996,1441296423377,45381,True,
65,mapPartitions at VertexRDDImpl.scala:247,60 64 58 62,1200,1441296425661,1441296461449,35788,True,
76,mapPartitions at VertexRDDImpl.scala:251,71 75 69 73,1200,1441296425686,1441296475983,50297,True,
77,mapPartitions at GraphImpl.scala:235,66 70 67 68 76 65,1200,1441296476011,1441296695543,219532,True,
78,reduce at VertexRDDImpl.scala:90,71 75 69 73 77,1200,1441296695560,1441296715172,19612,True,
114,mapPartitions at VertexRDDImpl.scala:247,107 111 105 109 113,1200,1441296718391,1441296747866,29475,True,
128,mapPartitions at VertexRDDImpl.scala:251,121 125 119 123 127,1200,1441296718409,1441296757688,39279,True,
129,mapPartitions at GraphImpl.scala:235,117 114 118 115 120 116 128,1200,1441296757711,1441296846398,88687,True,
130,reduce at VertexRDDImpl.scala:90,129 121 125 119 123 127,1200,1441296846414,1441296859468,13054,True,
31,mapPartitions at GraphImpl.scala:235,30 28 25 26,1200,0,0,0,False,
33,mapPartitions at VertexRDDImpl.scala:247,27 29,1200,0,0,0,False,
34,mapPartitions at VertexRDDImpl.scala:247,27,1200,0,0,0,False,
35,mapPartitions at VertexRDD.scala:358,,1200,0,0,0,False,
36,mapPartitions at VertexRDDImpl.scala:247,35,1200,0,0,0,False,
37,mapPartitions at GraphImpl.scala:235,34 36,1200,0,0,0,False,
38,mapPartitions at VertexRDDImpl.scala:251,37 35,1200,0,0,0,False,
39,mapPartitions at GraphImpl.scala:235,33 34 38 36,1200,0,0,0,False,
43,mapPartitions at VertexRDD.scala:358,,1200,0,0,0,False,
44,mapPartitions at VertexRDDImpl.scala:247,43,1200,0,0,0,False,
45,mapPartitions at VertexRDD.scala:358,,1200,0,0,0,False,
46,mapPartitions at VertexRDDImpl.scala:247,45,1200,0,0,0,False,
47,mapPartitions at GraphImpl.scala:235,46 44,1200,0,0,0,False,
48,mapPartitions at VertexRDDImpl.scala:247,45 47,1200,0,0,0,False,
49,mapPartitions at VertexRDDImpl.scala:247,45,1200,0,0,0,False,
50,mapPartitions at VertexRDD.scala:358,,1200,0,0,0,False,
51,mapPartitions at VertexRDDImpl.scala:247,50,1200,0,0,0,False,
52,mapPartitions at GraphImpl.scala:235,51 49,1200,0,0,0,False,
53,mapPartitions at VertexRDDImpl.scala:251,52 50,1200,0,0,0,False,
54,mapPartitions at GraphImpl.scala:235,51 48 49 53,1200,0,0,0,False,
55,mapPartitions at VertexRDDImpl.scala:247,52 50 54,1200,0,0,0,False,
