Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,count at GraphLoader.scala:93,,1200,1441214677150,1441214851874,174724,True,
3,mapPartitions at VertexRDD.scala:358,,1200,1441214852222,1441214968398,116176,True,
2,mapPartitions at VertexRDDImpl.scala:247,1,1200,1441214968488,1441215062108,93620,True,
4,mapPartitions at VertexRDDImpl.scala:247,3,1200,1441214968532,1441215105934,137402,True,
5,mapPartitions at GraphImpl.scala:235,2 4,1200,1441215105977,1441215369226,263249,True,
6,reduce at VertexRDDImpl.scala:90,5 3,1200,1441215369253,1441215414671,45418,True,
12,mapPartitions at VertexRDDImpl.scala:247,9 11,1200,1441215415421,1441215573830,158409,True,
17,mapPartitions at VertexRDDImpl.scala:251,16 14,1200,1441215415443,1441215585557,170114,True,
18,mapPartitions at GraphImpl.scala:235,15 12 13 17,1200,1441215585592,1441216468203,882611,True,
19,reduce at VertexRDDImpl.scala:90,16 18 14,1200,1441216468226,1441216574814,106588,True,
32,mapPartitions at VertexRDDImpl.scala:247,27 31 29,1200,1441216576281,1441216644631,68350,True,
40,mapPartitions at VertexRDDImpl.scala:251,37 35 39,1200,1441216576303,1441216675720,99417,True,
41,mapPartitions at GraphImpl.scala:235,33 34 32 36 40,1200,1441216675749,1441217510236,834487,True,
42,reduce at VertexRDDImpl.scala:90,37 35 39 41,1200,1441217510260,1441217587685,77425,True,
65,mapPartitions at VertexRDDImpl.scala:247,60 64 58 62,1200,1441217589842,1441217655289,65447,True,
76,mapPartitions at VertexRDDImpl.scala:251,71 75 69 73,1200,1441217589863,1441217682956,93093,True,
77,mapPartitions at GraphImpl.scala:235,66 70 67 68 76 65,1200,1441217682991,1441218323503,640512,True,
78,reduce at VertexRDDImpl.scala:90,71 75 69 73 77,1200,1441218323527,1441218361887,38360,True,
114,mapPartitions at VertexRDDImpl.scala:247,107 111 105 109 113,1200,1441218364874,1441218417859,52985,True,
128,mapPartitions at VertexRDDImpl.scala:251,121 125 119 123 127,1200,1441218364903,1441218436927,72024,True,
129,mapPartitions at GraphImpl.scala:235,117 114 118 115 120 116 128,1200,1441218436954,1441218599598,162644,True,
130,reduce at VertexRDDImpl.scala:90,129 121 125 119 123 127,1200,1441218599624,1441218626111,26487,True,
31,mapPartitions at GraphImpl.scala:235,30 28 25 26,1200,0,0,0,False,
33,mapPartitions at VertexRDDImpl.scala:247,27 29,1200,0,0,0,False,
34,mapPartitions at VertexRDDImpl.scala:247,27,1200,0,0,0,False,
35,mapPartitions at VertexRDD.scala:358,,1200,0,0,0,False,
36,mapPartitions at VertexRDDImpl.scala:247,35,1200,0,0,0,False,
37,mapPartitions at GraphImpl.scala:235,34 36,1200,0,0,0,False,
38,mapPartitions at VertexRDDImpl.scala:251,37 35,1200,0,0,0,False,
39,mapPartitions at GraphImpl.scala:235,33 34 38 36,1200,0,0,0,False,
43,mapPartitions at VertexRDD.scala:358,,1200,0,0,0,False,
44,mapPartitions at VertexRDDImpl.scala:247,43,1200,0,0,0,False,
45,mapPartitions at VertexRDD.scala:358,,1200,0,0,0,False,
46,mapPartitions at VertexRDDImpl.scala:247,45,1200,0,0,0,False,
47,mapPartitions at GraphImpl.scala:235,46 44,1200,0,0,0,False,
48,mapPartitions at VertexRDDImpl.scala:247,45 47,1200,0,0,0,False,
49,mapPartitions at VertexRDDImpl.scala:247,45,1200,0,0,0,False,
50,mapPartitions at VertexRDD.scala:358,,1200,0,0,0,False,
51,mapPartitions at VertexRDDImpl.scala:247,50,1200,0,0,0,False,
52,mapPartitions at GraphImpl.scala:235,51 49,1200,0,0,0,False,
