id,stageID,executorID,host,type,executionTime,finishTime,gettingResultTime,startTime,executorRunTime,executorDeserializerTime,resultSerializationTime,shuffleWriteTime,GCTime,resultSize,memoryBytesSpilled,diskBytesSpilled,shuffleBytesWritten,shuffleRecordsWritten,dataReadMethod,bytesRead,recordsRead,shuffleRemoteBlocksFetched,shuffleLocalBlocksFetched,shuffleFetchWaitTime,shuffleRemoteBytesRead,shuffleLocalBytesRead,shuffleTotalRecordsRead,
31,1,8,9.12.247.250,ResultTask,14185,1436921707158,0,1436921692973,13109,1003,0,null,1222,2335,0,0,null,null,Hadoop,78588654,763888,null,null,null,null,null,null,
231,1,5,9.12.247.196,ResultTask,10297,1436921777282,0,1436921766985,10278,6,0,null,844,2335,0,0,null,null,Hadoop,78588245,763888,null,null,null,null,null,null,
431,1,4,9.12.247.208,ResultTask,9436,1436921844631,0,1436921835195,9420,4,0,null,828,2335,0,0,null,null,Hadoop,78592159,763888,null,null,null,null,null,null,
631,1,2,9.12.247.200,ResultTask,11039,1436921923370,0,1436921912331,11013,4,0,null,505,2335,0,0,null,null,Hadoop,78586567,763888,null,null,null,null,null,null,
831,2,8,9.12.247.250,ShuffleMapTask,106,1436921962041,0,1436921961935,94,4,0,69461,0,1957,0,0,96,1,Memory,70269968,763888,null,null,null,null,null,null,
1031,2,9,9.12.247.199,ShuffleMapTask,115,1436921962939,0,1436921962824,101,4,0,100146,0,1957,0,0,96,1,Memory,70269968,763888,null,null,null,null,null,null,
1231,2,7,9.12.247.186,ShuffleMapTask,3101,1436921970801,0,1436921967700,3079,4,0,87298,101,1957,0,0,96,1,Disk,103124880,763888,null,null,null,null,null,null,
1431,2,4,9.12.247.208,ShuffleMapTask,2852,1436921990042,0,1436921987190,2843,2,0,73200,0,1957,0,0,96,1,Disk,103124880,763888,null,null,null,null,null,null,
1631,4,8,9.12.247.250,ShuffleMapTask,118,1436921994703,0,1436921994585,101,3,0,95226,0,1957,0,0,96,1,Memory,70269968,763888,null,null,null,null,null,null,
1831,4,1,9.12.247.201,ShuffleMapTask,151,1436921995420,0,1436921995269,142,3,0,90731,46,1957,0,0,96,1,Memory,70269968,763888,null,null,null,null,null,null,
2031,4,0,9.12.247.197,ShuffleMapTask,3135,1436922006434,0,1436922003299,3127,3,0,75010,23,1957,0,0,96,1,Disk,103124880,763888,null,null,null,null,null,null,
2231,6,1,9.12.247.201,ShuffleMapTask,180,1436922021230,0,1436922021050,132,31,0,98851,0,1957,0,0,96,1,Memory,70269968,763888,null,null,null,null,null,null,
2431,6,4,9.12.247.208,ShuffleMapTask,104,1436922021807,0,1436922021703,95,2,0,96500,0,1957,0,0,96,1,Memory,70269968,763888,null,null,null,null,null,null,
2631,6,3,9.12.247.192,ShuffleMapTask,198,1436922022489,0,1436922022291,187,3,0,110760,53,1957,0,0,96,1,Memory,70269968,763888,null,null,null,null,null,null,
2831,6,5,9.12.247.196,ShuffleMapTask,2976,1436922036756,0,1436922033780,2970,2,0,76976,44,1957,0,0,96,1,Disk,103124880,763888,null,null,null,null,null,null,
3031,8,4,9.12.247.208,ResultTask,260,1436922048604,0,1436922048344,237,17,0,null,30,1824,0,0,null,null,Memory,70269968,763888,null,null,null,null,null,null,
3231,8,4,9.12.247.208,ResultTask,245,1436922049769,0,1436922049524,236,2,0,null,18,1824,0,0,null,null,Memory,70269968,763888,null,null,null,null,null,null,
3431,8,3,9.12.247.192,ResultTask,290,1436922051552,0,1436922051262,281,2,0,null,0,1824,0,0,null,null,Memory,70269968,763888,null,null,null,null,null,null,
3631,8,9,9.12.247.199,ResultTask,2154,1436922068857,0,1436922066703,2145,2,0,null,76,1824,0,0,null,null,Disk,103124880,763888,null,null,null,null,null,null,
1832,4,4,9.12.247.208,ShuffleMapTask,178,1436921995450,0,1436921995272,169,2,1,105925,37,1957,0,0,96,1,Memory,70269968,763888,null,null,null,null,null,null,
2032,4,7,9.12.247.186,ShuffleMapTask,2383,1436922005719,0,1436922003336,2373,3,0,93785,66,1957,0,0,96,1,Disk,103124880,763888,null,null,null,null,null,null,
2232,6,0,9.12.247.197,ShuffleMapTask,189,1436922021239,0,1436922021050,143,29,1,98597,34,1957,0,0,96,1,Memory,70269968,763888,null,null,null,null,null,null,
2432,6,0,9.12.247.197,ShuffleMapTask,97,1436922021801,0,1436922021704,88,2,0,85665,0,1957,0,0,96,1,Memory,70269968,763888,null,null,null,null,null,null,
2632,6,3,9.12.247.192,ShuffleMapTask,187,1436922022481,0,1436922022294,178,2,0,105164,53,1957,0,0,96,1,Memory,70269968,763888,null,null,null,null,null,null,
2832,6,9,9.12.247.199,ShuffleMapTask,2739,1436922036617,0,1436922033878,2731,2,0,74315,12,1957,0,0,96,1,Disk,103124880,763888,null,null,null,null,null,null,
3032,8,4,9.12.247.208,ResultTask,249,1436922048593,0,1436922048344,240,1,1,null,30,1824,0,0,null,null,Memory,70269968,763888,null,null,null,null,null,null,
3232,8,9,9.12.247.199,ResultTask,223,1436922049755,0,1436922049532,215,1,0,null,12,1824,0,0,null,null,Memory,70269968,763888,null,null,null,null,null,null,
3432,8,3,9.12.247.192,ResultTask,300,1436922051639,0,1436922051339,291,2,0,null,0,1824,0,0,null,null,Memory,70269968,763888,null,null,null,null,null,null,
3632,8,0,9.12.247.197,ResultTask,2557,1436922069282,0,1436922066725,2546,2,0,null,24,1824,0,0,null,null,Disk,103124880,763888,null,null,null,null,null,null,
32,1,2,9.12.247.200,ResultTask,17154,1436921710128,0,1436921692974,16027,1078,0,null,1214,2335,0,0,null,null,Hadoop,78589210,763888,null,null,null,null,null,null,
232,1,6,9.12.247.202,ResultTask,13644,1436921780661,0,1436921767017,13617,4,0,null,887,2335,0,0,null,null,Hadoop,78585941,763888,null,null,null,null,null,null,
432,1,9,9.12.247.199,ResultTask,11170,1436921846607,0,1436921835437,11147,4,0,null,933,2335,0,0,null,null,Hadoop,78589950,763888,null,null,null,null,null,null,
632,1,1,9.12.247.201,ResultTask,14727,1436921927400,0,1436921912673,14712,4,0,null,767,2335,0,0,null,null,Hadoop,78589851,763888,null,null,null,null,null,null,
832,2,4,9.12.247.208,ShuffleMapTask,107,1436921962050,0,1436921961943,90,6,0,93192,0,1957,0,0,96,1,Memory,70269968,763888,null,null,null,null,null,null,
1032,2,3,9.12.247.192,ShuffleMapTask,172,1436921962999,0,1436921962827,152,9,0,99003,0,1957,0,0,96,1,Memory,70269968,763888,null,null,null,null,null,null,
1232,2,7,9.12.247.186,ShuffleMapTask,3362,1436921971231,0,1436921967869,3350,4,0,86609,101,1957,0,0,96,1,Disk,103124880,763888,null,null,null,null,null,null,
1432,2,4,9.12.247.208,ShuffleMapTask,3591,1436921991193,0,1436921987602,3580,3,0,72197,66,1957,0,0,96,1,Disk,103124880,763888,null,null,null,null,null,null,
1632,4,5,9.12.247.196,ShuffleMapTask,130,1436921994723,0,1436921994593,119,3,0,91979,0,1957,0,0,96,1,Memory,70269968,763888,null,null,null,null,null,null,
1833,4,7,9.12.247.186,ShuffleMapTask,143,1436921995422,0,1436921995279,131,4,0,85372,0,1957,0,0,96,1,Memory,70269968,763888,null,null,null,null,null,null,
2033,4,0,9.12.247.197,ShuffleMapTask,2768,1436922006168,0,1436922003400,2759,3,0,78326,23,1957,0,0,96,1,Disk,103124880,763888,null,null,null,null,null,null,
2233,6,5,9.12.247.196,ShuffleMapTask,184,1436922021234,0,1436922021050,153,17,0,67629,26,1957,0,0,96,1,Memory,70269968,763888,null,null,null,null,null,null,
