id,stageID,executorID,host,type,executionTime,finishTime,gettingResultTime,startTime,executorRunTime,executorDeserializerTime,resultSerializationTime,shuffleWriteTime,GCTime,resultSize,memoryBytesSpilled,diskBytesSpilled,shuffleBytesWritten,shuffleRecordsWritten,dataReadMethod,bytesRead,recordsRead,shuffleRemoteBlocksFetched,shuffleLocalBlocksFetched,shuffleFetchWaitTime,shuffleRemoteBytesRead,shuffleLocalBytesRead,shuffleTotalRecordsRead,
1831,4,6,9.12.247.202,ShuffleMapTask,84,1436920458148,0,1436920458064,54,14,0,51883,0,1957,0,0,96,1,Memory,31942504,347222,null,null,null,null,null,null,
2031,4,8,9.12.247.250,ShuffleMapTask,56,1436920458464,0,1436920458408,47,2,0,100637,0,1957,0,0,96,1,Memory,31942504,347222,null,null,null,null,null,null,
2231,6,9,9.12.247.199,ShuffleMapTask,105,1436920459288,0,1436920459183,58,17,0,85970,0,1957,0,0,96,1,Memory,31942504,347222,null,null,null,null,null,null,
2431,6,5,9.12.247.196,ShuffleMapTask,108,1436920459654,0,1436920459546,85,2,0,87466,19,1957,0,0,96,1,Memory,31942504,347222,null,null,null,null,null,null,
2631,6,4,9.12.247.208,ShuffleMapTask,76,1436920459947,0,1436920459871,45,1,0,60393,16,1957,0,0,96,1,Memory,31942504,347222,null,null,null,null,null,null,
2831,6,2,9.12.247.200,ShuffleMapTask,57,1436920460254,0,1436920460197,45,1,0,85402,0,1957,0,0,96,1,Memory,31942504,347222,null,null,null,null,null,null,
3031,8,7,9.12.247.186,ResultTask,143,1436920461278,0,1436920461135,130,3,0,null,0,1824,0,0,null,null,Memory,31942504,347222,null,null,null,null,null,null,
3231,8,5,9.12.247.196,ResultTask,103,1436920461814,0,1436920461711,93,3,0,null,0,1824,0,0,null,null,Memory,31942504,347222,null,null,null,null,null,null,
3431,8,5,9.12.247.196,ResultTask,123,1436920462415,0,1436920462292,107,2,0,null,0,1824,0,0,null,null,Memory,31942504,347222,null,null,null,null,null,null,
3631,8,1,9.12.247.201,ResultTask,105,1436920463023,0,1436920462918,99,1,0,null,0,1824,0,0,null,null,Memory,31942504,347222,null,null,null,null,null,null,
31,1,0,9.12.247.197,ResultTask,7992,1436920342823,0,1436920334831,7170,767,0,null,415,2335,0,0,null,null,Hadoop,35722589,347222,null,null,null,null,null,null,
231,1,7,9.12.247.186,ResultTask,6046,1436920376221,0,1436920370175,6023,6,0,null,417,2335,0,0,null,null,Hadoop,35720798,347222,null,null,null,null,null,null,
431,1,8,9.12.247.250,ResultTask,7809,1436920408336,0,1436920400527,7792,3,0,null,478,2335,0,0,null,null,Hadoop,35724358,347222,null,null,null,null,null,null,
631,1,2,9.12.247.200,ResultTask,4851,1436920436279,0,1436920431428,4836,3,0,null,472,2335,0,0,null,null,Hadoop,35720500,347222,null,null,null,null,null,null,
831,2,6,9.12.247.202,ShuffleMapTask,118,1436920454279,0,1436920454161,103,5,0,82288,0,1957,0,0,96,1,Memory,31942504,347222,null,null,null,null,null,null,
1031,2,2,9.12.247.200,ShuffleMapTask,60,1436920454838,0,1436920454778,48,3,0,71627,0,1957,0,0,96,1,Memory,31942504,347222,null,null,null,null,null,null,
1231,2,2,9.12.247.200,ShuffleMapTask,63,1436920455336,0,1436920455273,52,2,0,93958,0,1957,0,0,96,1,Memory,31942504,347222,null,null,null,null,null,null,
1431,2,0,9.12.247.197,ShuffleMapTask,55,1436920456534,0,1436920456479,43,5,0,71038,0,1957,0,0,96,1,Memory,31942504,347222,null,null,null,null,null,null,
1631,4,6,9.12.247.202,ShuffleMapTask,71,1436920457725,0,1436920457654,47,3,0,84852,0,1957,0,0,96,1,Memory,31942504,347222,null,null,null,null,null,null,
32,1,9,9.12.247.199,ResultTask,9925,1436920344756,0,1436920334831,9067,810,0,null,468,2335,0,0,null,null,Hadoop,35721768,347222,null,null,null,null,null,null,
232,1,3,9.12.247.192,ResultTask,8546,1436920378821,0,1436920370275,8520,7,0,null,369,2335,0,0,null,null,Hadoop,35722928,347222,null,null,null,null,null,null,
432,1,7,9.12.247.186,ResultTask,6709,1436920407276,0,1436920400567,6686,6,0,null,397,2335,0,0,null,null,Hadoop,35723855,347222,null,null,null,null,null,null,
632,1,8,9.12.247.250,ResultTask,6558,1436920438066,0,1436920431508,6532,5,0,null,378,2335,0,0,null,null,Hadoop,35723556,347222,null,null,null,null,null,null,
832,2,8,9.12.247.250,ShuffleMapTask,65,1436920454226,0,1436920454161,50,4,0,108150,0,1957,0,0,96,1,Memory,31942504,347222,null,null,null,null,null,null,
1032,2,5,9.12.247.196,ShuffleMapTask,83,1436920454863,0,1436920454780,58,3,0,99289,0,1957,0,0,96,1,Memory,31942504,347222,null,null,null,null,null,null,
1232,2,0,9.12.247.197,ShuffleMapTask,87,1436920455362,0,1436920455275,72,3,0,85295,0,1957,0,0,96,1,Memory,31942504,347222,null,null,null,null,null,null,
