Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,count at GraphLoader.scala:93,,1200,1438847925733,1438848175499,249766,True,
3,mapPartitions at VertexRDD.scala:358,,1200,1438848175838,1438848335388,159550,True,
2,mapPartitions at VertexRDDImpl.scala:247,1,1200,1438848335522,1438848439198,103676,True,
4,mapPartitions at VertexRDDImpl.scala:247,3,1200,1438848335560,1438848487587,152027,True,
5,mapPartitions at GraphImpl.scala:235,2 4,1200,1438848487629,1438848981193,493564,True,
6,reduce at VertexRDDImpl.scala:90,5 3,1200,1438848981220,1438849137600,156380,True,
17,mapPartitions at VertexRDDImpl.scala:251,16 14,1200,1438849138280,1438849461792,323512,True,
12,mapPartitions at VertexRDDImpl.scala:247,9 11,1200,1438849138257,1438849462040,323783,True,
18,mapPartitions at GraphImpl.scala:235,15 12 13 17,1200,1438849462082,1438851434959,1972877,True,
19,reduce at VertexRDDImpl.scala:90,16 18 14,1200,1438851434986,1438851729128,294142,True,
32,mapPartitions at VertexRDDImpl.scala:247,27 31 29,1200,1438851730460,1438851823154,92694,True,
40,mapPartitions at VertexRDDImpl.scala:251,37 35 39,1200,1438851730489,1438851858879,128390,True,
41,mapPartitions at GraphImpl.scala:235,33 34 32 36 40,1200,1438851858914,1438852716140,857226,True,
42,reduce at VertexRDDImpl.scala:90,37 35 39 41,1200,1438852716165,1438852812875,96710,True,
65,mapPartitions at VertexRDDImpl.scala:247,60 64 58 62,1200,1438852814889,1438852909447,94558,True,
76,mapPartitions at VertexRDDImpl.scala:251,71 75 69 73,1200,1438852814921,1438852942012,127091,True,
77,mapPartitions at GraphImpl.scala:235,66 70 67 68 76 65,1200,1438852942047,1438853777797,835750,True,
78,reduce at VertexRDDImpl.scala:90,71 75 69 73 77,1200,1438853777820,1438853833636,55816,True,
114,mapPartitions at VertexRDDImpl.scala:247,107 111 105 109 113,1200,1438853836390,1438853907805,71415,True,
128,mapPartitions at VertexRDDImpl.scala:251,121 125 119 123 127,1200,1438853836411,1438853925775,89364,True,
129,mapPartitions at GraphImpl.scala:235,117 114 118 115 120 116 128,1200,1438853925812,1438854270215,344403,True,
130,reduce at VertexRDDImpl.scala:90,129 121 125 119 123 127,1200,1438854270237,1438854300138,29901,True,
31,mapPartitions at GraphImpl.scala:235,30 28 25 26,1200,0,0,0,False,
33,mapPartitions at VertexRDDImpl.scala:247,27 29,1200,0,0,0,False,
34,mapPartitions at VertexRDDImpl.scala:247,27,1200,0,0,0,False,
35,mapPartitions at VertexRDD.scala:358,,1200,0,0,0,False,
36,mapPartitions at VertexRDDImpl.scala:247,35,1200,0,0,0,False,
37,mapPartitions at GraphImpl.scala:235,34 36,1200,0,0,0,False,
38,mapPartitions at VertexRDDImpl.scala:251,37 35,1200,0,0,0,False,
39,mapPartitions at GraphImpl.scala:235,33 34 38 36,1200,0,0,0,False,
43,mapPartitions at VertexRDD.scala:358,,1200,0,0,0,False,
44,mapPartitions at VertexRDDImpl.scala:247,43,1200,0,0,0,False,
45,mapPartitions at VertexRDD.scala:358,,1200,0,0,0,False,
46,mapPartitions at VertexRDDImpl.scala:247,45,1200,0,0,0,False,
47,mapPartitions at GraphImpl.scala:235,46 44,1200,0,0,0,False,
48,mapPartitions at VertexRDDImpl.scala:247,45 47,1200,0,0,0,False,
49,mapPartitions at VertexRDDImpl.scala:247,45,1200,0,0,0,False,
50,mapPartitions at VertexRDD.scala:358,,1200,0,0,0,False,
51,mapPartitions at VertexRDDImpl.scala:247,50,1200,0,0,0,False,
52,mapPartitions at GraphImpl.scala:235,51 49,1200,0,0,0,False,
53,mapPartitions at VertexRDDImpl.scala:251,52 50,1200,0,0,0,False,
