id,stageID,executorID,host,type,executionTime,finishTime,gettingResultTime,startTime,executorRunTime,executorDeserializerTime,resultSerializationTime,shuffleWriteTime,GCTime,resultSize,memoryBytesSpilled,diskBytesSpilled,shuffleBytesWritten,shuffleRecordsWritten,dataReadMethod,bytesRead,recordsRead,shuffleRemoteBlocksFetched,shuffleLocalBlocksFetched,shuffleFetchWaitTime,shuffleRemoteBytesRead,shuffleLocalBytesRead,shuffleTotalRecordsRead,
1831,4,1,9.12.247.201,ShuffleMapTask,7132,1436926097856,0,1436926090724,7122,4,0,77266,123,1957,0,0,97,1,Disk,178124940,1319444,null,null,null,null,null,null,
2031,4,8,9.12.247.250,ShuffleMapTask,4802,1436926123027,0,1436926118225,4794,2,0,74451,130,1957,0,0,97,1,Disk,178124940,1319444,null,null,null,null,null,null,
2231,6,5,9.12.247.196,ShuffleMapTask,250,1436926164542,0,1436926164292,215,22,0,53191,22,1957,0,0,97,1,Memory,121384992,1319444,null,null,null,null,null,null,
2431,6,8,9.12.247.250,ShuffleMapTask,4286,1436926169714,0,1436926165428,4279,2,0,74121,23,1957,0,0,97,1,Disk,178124940,1319444,null,null,null,null,null,null,
2631,6,0,9.12.247.197,ShuffleMapTask,5354,1436926191398,0,1436926186044,5345,2,0,81142,69,1957,0,0,97,1,Disk,178124940,1319444,null,null,null,null,null,null,
2831,6,8,9.12.247.250,ShuffleMapTask,4436,1436926217681,0,1436926213245,4428,2,0,70876,15,1957,0,0,97,1,Disk,178124940,1319444,null,null,null,null,null,null,
3031,8,3,9.12.247.192,ResultTask,585,1436926248552,0,1436926247967,568,2,0,null,17,1825,0,0,null,null,Memory,121384992,1319444,null,null,null,null,null,null,
3231,8,7,9.12.247.186,ResultTask,537,1436926250904,0,1436926250367,522,2,0,null,0,1825,0,0,null,null,Memory,121384992,1319444,null,null,null,null,null,null,
3431,8,8,9.12.247.250,ResultTask,4870,1436926283206,0,1436926278336,4858,3,0,null,62,1825,0,0,null,null,Disk,178124940,1319444,null,null,null,null,null,null,
3631,8,2,9.12.247.200,ResultTask,5279,1436926310752,0,1436926305473,5269,2,0,null,48,1825,0,0,null,null,Disk,178124940,1319444,null,null,null,null,null,null,
31,1,8,9.12.247.250,ResultTask,24289,1436925498553,0,1436925474264,23239,987,0,null,2161,2336,0,0,null,null,Hadoop,135744519,1319444,null,null,null,null,null,null,
231,1,6,9.12.247.202,ResultTask,18118,1436925622637,0,1436925604519,18097,5,0,null,1851,2336,0,0,null,null,Hadoop,135740617,1319444,null,null,null,null,null,null,
431,1,8,9.12.247.250,ResultTask,30368,1436925781487,0,1436925751119,30350,4,0,null,4478,2336,0,0,null,null,Hadoop,135744852,1319444,null,null,null,null,null,null,
631,1,4,9.12.247.208,ResultTask,23107,1436925922429,0,1436925899322,23089,4,0,null,1295,2336,0,0,null,null,Hadoop,135742515,1319444,null,null,null,null,null,null,
831,2,9,9.12.247.199,ShuffleMapTask,371,1436925981404,0,1436925981033,356,6,0,72346,47,1957,0,0,97,1,Memory,121384992,1319444,null,null,null,null,null,null,
1031,2,8,9.12.247.250,ShuffleMapTask,3877,1436925993196,0,1436925989319,3863,5,0,73693,211,1957,0,0,97,1,Disk,178124940,1319444,null,null,null,null,null,null,
