id,stageID,executorID,host,type,executionTime,finishTime,gettingResultTime,startTime,executorRunTime,executorDeserializerTime,resultSerializationTime,shuffleWriteTime,GCTime,resultSize,memoryBytesSpilled,diskBytesSpilled,shuffleBytesWritten,shuffleRecordsWritten,dataReadMethod,bytesRead,recordsRead,shuffleRemoteBlocksFetched,shuffleLocalBlocksFetched,shuffleFetchWaitTime,shuffleRemoteBytesRead,shuffleLocalBytesRead,shuffleTotalRecordsRead,
31,1,3,9.12.247.192,ResultTask,8041,1436920064957,0,1436920056916,6936,1024,2,null,271,2335,0,0,null,null,Hadoop,21431886,208333,null,null,null,null,null,null,
231,1,0,9.12.247.197,ResultTask,3101,1436920082292,0,1436920079191,3084,4,0,null,248,2335,0,0,null,null,Hadoop,21433118,208333,null,null,null,null,null,null,
431,1,8,9.12.247.250,ResultTask,2902,1436920100246,0,1436920097344,2886,4,0,null,187,2335,0,0,null,null,Hadoop,21435043,208333,null,null,null,null,null,null,
631,1,5,9.12.247.196,ResultTask,3627,1436920119328,0,1436920115701,3612,4,1,null,96,2335,0,0,null,null,Hadoop,21431899,208333,null,null,null,null,null,null,
831,2,1,9.12.247.201,ShuffleMapTask,150,1436920130283,0,1436920130133,128,6,0,56463,91,1957,0,0,96,1,Memory,19163752,208333,null,null,null,null,null,null,
1031,2,6,9.12.247.202,ShuffleMapTask,63,1436920130584,0,1436920130521,33,4,0,73380,0,1957,0,0,96,1,Memory,19163752,208333,null,null,null,null,null,null,
1231,2,6,9.12.247.202,ShuffleMapTask,79,1436920130903,0,1436920130824,61,3,0,59995,0,1957,0,0,96,1,Memory,19163752,208333,null,null,null,null,null,null,
1431,2,9,9.12.247.199,ShuffleMapTask,36,1436920131331,0,1436920131295,26,1,0,54920,0,1957,0,0,96,1,Memory,19163752,208333,null,null,null,null,null,null,
1631,4,6,9.12.247.202,ShuffleMapTask,73,1436920132399,0,1436920132326,52,3,0,78011,0,1957,0,0,96,1,Memory,19163752,208333,null,null,null,null,null,null,
1831,4,2,9.12.247.200,ShuffleMapTask,45,1436920132667,0,1436920132622,28,3,0,81897,0,1957,0,0,96,1,Memory,19163752,208333,null,null,null,null,null,null,
2031,4,4,9.12.247.208,ShuffleMapTask,170,1436920133056,0,1436920132886,72,2,0,77922,38,1957,0,0,96,1,Memory,19163752,208333,null,null,null,null,null,null,
2231,6,0,9.12.247.197,ShuffleMapTask,91,1436920133710,0,1436920133619,47,19,0,61649,0,1957,0,0,96,1,Memory,19163752,208333,null,null,null,null,null,null,
2431,6,0,9.12.247.197,ShuffleMapTask,48,1436920133970,0,1436920133922,34,1,0,46551,0,1957,0,0,96,1,Memory,19163752,208333,null,null,null,null,null,null,
2631,6,3,9.12.247.192,ShuffleMapTask,55,1436920134220,0,1436920134165,39,2,0,96787,0,1957,0,0,96,1,Memory,19163752,208333,null,null,null,null,null,null,
2831,6,2,9.12.247.200,ShuffleMapTask,53,1436920134440,0,1436920134387,27,1,12,77765,0,1957,0,0,96,1,Memory,19163752,208333,null,null,null,null,null,null,
3031,8,1,9.12.247.201,ResultTask,67,1436920135211,0,1436920135144,59,2,1,null,0,1824,0,0,null,null,Memory,19163752,208333,null,null,null,null,null,null,
3231,8,5,9.12.247.196,ResultTask,78,1436920135584,0,1436920135506,67,5,0,null,0,1824,0,0,null,null,Memory,19163752,208333,null,null,null,null,null,null,
3431,8,5,9.12.247.196,ResultTask,66,1436920135942,0,1436920135876,59,1,0,null,0,1824,0,0,null,null,Memory,19163752,208333,null,null,null,null,null,null,
3631,8,9,9.12.247.199,ResultTask,100,1436920136430,0,1436920136330,86,6,0,null,14,1824,0,0,null,null,Memory,19163752,208333,null,null,null,null,null,null,
32,1,7,9.12.247.186,ResultTask,8752,1436920065668,0,1436920056916,7688,1002,2,null,269,2335,0,0,null,null,Hadoop,21432683,208333,null,null,null,null,null,null,
232,1,0,9.12.247.197,ResultTask,3016,1436920082226,0,1436920079210,2998,3,0,null,248,2335,0,0,null,null,Hadoop,21432925,208333,null,null,null,null,null,null,
432,1,9,9.12.247.199,ResultTask,2930,1436920100427,0,1436920097497,2817,4,0,null,291,2335,0,0,null,null,Hadoop,21434249,208333,null,null,null,null,null,null,
632,1,9,9.12.247.199,ResultTask,3761,1436920119633,0,1436920115872,3744,2,0,null,229,2335,0,0,null,null,Hadoop,21433087,208333,null,null,null,null,null,null,
832,2,1,9.12.247.201,ShuffleMapTask,138,1436920130271,0,1436920130133,122,3,0,79091,91,1957,0,0,96,1,Memory,19163752,208333,null,null,null,null,null,null,
1032,2,9,9.12.247.199,ShuffleMapTask,59,1436920130581,0,1436920130522,32,2,0,94900,0,1957,0,0,96,1,Memory,19163752,208333,null,null,null,null,null,null,
1232,2,4,9.12.247.208,ShuffleMapTask,57,1436920130882,0,1436920130825,33,4,0,76423,0,1957,0,0,96,1,Memory,19163752,208333,null,null,null,null,null,null,
1432,2,9,9.12.247.199,ShuffleMapTask,46,1436920131375,0,1436920131329,35,4,0,73135,0,1957,0,0,96,1,Memory,19163752,208333,null,null,null,null,null,null,
1632,4,5,9.12.247.196,ShuffleMapTask,48,1436920132376,0,1436920132328,30,3,0,54701,0,1957,0,0,96,1,Memory,19163752,208333,null,null,null,null,null,null,
1832,4,1,9.12.247.201,ShuffleMapTask,45,1436920132668,0,1436920132623,29,2,0,51621,0,1957,0,0,96,1,Memory,19163752,208333,null,null,null,null,null,null,
2032,4,5,9.12.247.196,ShuffleMapTask,123,1436920133009,0,1436920132886,35,2,0,74820,0,1957,0,0,96,1,Memory,19163752,208333,null,null,null,null,null,null,
2232,6,6,9.12.247.202,ShuffleMapTask,142,1436920133762,0,1436920133620,85,20,0,83313,0,1957,0,0,96,1,Memory,19163752,208333,null,null,null,null,null,null,
2432,6,0,9.12.247.197,ShuffleMapTask,47,1436920133973,0,1436920133926,27,1,0,49163,0,1957,0,0,96,1,Memory,19163752,208333,null,null,null,null,null,null,
