id,stageID,executorID,host,type,executionTime,finishTime,gettingResultTime,startTime,executorRunTime,executorDeserializerTime,resultSerializationTime,shuffleWriteTime,GCTime,resultSize,memoryBytesSpilled,diskBytesSpilled,shuffleBytesWritten,shuffleRecordsWritten,dataReadMethod,bytesRead,recordsRead,shuffleRemoteBlocksFetched,shuffleLocalBlocksFetched,shuffleFetchWaitTime,shuffleRemoteBytesRead,shuffleLocalBytesRead,shuffleTotalRecordsRead,
31,1,0,9.12.247.197,ResultTask,19954,1436923334494,0,1436923314540,18914,967,0,null,1726,2335,0,0,null,null,Hadoop,107165699,1041666,null,null,null,null,null,null,
231,1,2,9.12.247.200,ResultTask,18716,1436923437123,0,1436923418407,18695,4,0,null,1531,2335,0,0,null,null,Hadoop,107166396,1041666,null,null,null,null,null,null,
431,1,3,9.12.247.192,ResultTask,26532,1436923543416,0,1436923516884,26512,6,0,null,1686,2335,0,0,null,null,Hadoop,107170341,1041666,null,null,null,null,null,null,
631,1,4,9.12.247.208,ResultTask,13521,1436923633641,0,1436923620120,13507,4,0,null,531,2335,0,0,null,null,Hadoop,107163720,1041666,null,null,null,null,null,null,
831,2,4,9.12.247.208,ShuffleMapTask,162,1436923682142,0,1436923681980,136,12,0,76750,0,1957,0,0,96,1,Memory,95827480,1041666,null,null,null,null,null,null,
1031,2,7,9.12.247.186,ShuffleMapTask,207,1436923683441,0,1436923683234,188,7,0,119670,0,1957,0,0,96,1,Memory,95827480,1041666,null,null,null,null,null,null,
1231,2,2,9.12.247.200,ShuffleMapTask,3416,1436923703155,0,1436923699739,3399,4,0,89390,17,1957,0,0,96,1,Disk,140624910,1041666,null,null,null,null,null,null,
1431,2,6,9.12.247.202,ShuffleMapTask,4183,1436923732699,0,1436923728516,4174,2,0,79648,39,1957,0,0,96,1,Disk,140624910,1041666,null,null,null,null,null,null,
1631,4,8,9.12.247.250,ShuffleMapTask,147,1436923737356,0,1436923737209,134,5,0,111679,0,1957,0,0,96,1,Memory,95827480,1041666,null,null,null,null,null,null,
1831,4,8,9.12.247.250,ShuffleMapTask,3131,1436923747962,0,1436923744831,3113,3,0,92547,21,1957,0,0,96,1,Disk,140624910,1041666,null,null,null,null,null,null,
2031,4,5,9.12.247.196,ShuffleMapTask,4150,1436923766050,0,1436923761900,4141,2,0,109630,22,1957,0,0,96,1,Disk,140624910,1041666,null,null,null,null,null,null,
2231,6,1,9.12.247.201,ShuffleMapTask,160,1436923799185,0,1436923799025,129,16,0,54595,0,1957,0,0,96,1,Memory,95827480,1041666,null,null,null,null,null,null,
2431,6,9,9.12.247.199,ShuffleMapTask,131,1436923799997,0,1436923799866,121,2,0,54579,0,1957,0,0,96,1,Memory,95827480,1041666,null,null,null,null,null,null,
2631,6,8,9.12.247.250,ShuffleMapTask,4452,1436923811710,0,1436923807258,4443,2,0,75944,78,1957,0,0,96,1,Disk,140624910,1041666,null,null,null,null,null,null,
2831,6,4,9.12.247.208,ShuffleMapTask,3917,1436923833011,0,1436923829094,3909,1,0,71773,35,1957,0,0,96,1,Disk,140624910,1041666,null,null,null,null,null,null,
3031,8,7,9.12.247.186,ResultTask,431,1436923854576,0,1436923854145,417,4,0,null,20,1824,0,0,null,null,Memory,95827480,1041666,null,null,null,null,null,null,
3231,8,1,9.12.247.201,ResultTask,482,1436923856342,0,1436923855860,473,1,0,null,20,1824,0,0,null,null,Memory,95827480,1041666,null,null,null,null,null,null,
3431,8,4,9.12.247.208,ResultTask,4810,1436923873745,0,1436923868935,4802,1,0,null,45,1824,0,0,null,null,Disk,140624910,1041666,null,null,null,null,null,null,
3631,8,9,9.12.247.199,ResultTask,3965,1436923896316,0,1436923892351,3958,2,1,null,34,1824,0,0,null,null,Disk,140624910,1041666,null,null,null,null,null,null,
32,1,4,9.12.247.208,ResultTask,20572,1436923335112,0,1436923314540,19554,964,0,null,1678,2335,0,0,null,null,Hadoop,107166967,1041666,null,null,null,null,null,null,
232,1,6,9.12.247.202,ResultTask,19778,1436923438473,0,1436923418695,19758,4,0,null,1624,2335,0,0,null,null,Hadoop,107163733,1041666,null,null,null,null,null,null,
432,1,1,9.12.247.201,ResultTask,18345,1436923535723,0,1436923517378,18329,5,0,null,820,2335,0,0,null,null,Hadoop,107168243,1041666,null,null,null,null,null,null,
632,1,3,9.12.247.192,ResultTask,48496,1436923669186,0,1436923620690,48476,4,0,null,16584,2335,0,0,null,null,Hadoop,107167459,1041666,null,null,null,null,null,null,
