id,stageID,executorID,host,type,executionTime,finishTime,gettingResultTime,startTime,executorRunTime,executorDeserializerTime,resultSerializationTime,shuffleWriteTime,GCTime,resultSize,memoryBytesSpilled,diskBytesSpilled,shuffleBytesWritten,shuffleRecordsWritten,dataReadMethod,bytesRead,recordsRead,shuffleRemoteBlocksFetched,shuffleLocalBlocksFetched,shuffleFetchWaitTime,shuffleRemoteBytesRead,shuffleLocalBytesRead,shuffleTotalRecordsRead,
31,1,6,9.12.247.202,ResultTask,3519,1436919856986,0,1436919853467,2684,763,0,null,70,2335,0,0,null,null,Hadoop,7143899,69444,null,null,null,null,null,null,
231,1,8,9.12.247.250,ResultTask,1220,1436919864405,0,1436919863185,1200,7,0,null,190,2335,0,0,null,null,Hadoop,7144578,69444,null,null,null,null,null,null,
431,1,6,9.12.247.202,ResultTask,1259,1436919871038,0,1436919869779,1242,4,0,null,0,2335,0,0,null,null,Hadoop,7144801,69444,null,null,null,null,null,null,
631,1,3,9.12.247.192,ResultTask,1597,1436919877609,0,1436919876012,1576,5,0,null,103,2335,0,0,null,null,Hadoop,7144745,69444,null,null,null,null,null,null,
831,2,6,9.12.247.202,ShuffleMapTask,60,1436919882506,0,1436919882446,29,14,0,47194,0,1957,0,0,96,1,Memory,6384992,69444,null,null,null,null,null,null,
1031,2,7,9.12.247.186,ShuffleMapTask,135,1436919882892,0,1436919882757,38,6,0,72303,0,1957,0,0,96,1,Memory,6384992,69444,null,null,null,null,null,null,
1231,2,9,9.12.247.199,ShuffleMapTask,77,1436919883089,0,1436919883012,18,9,0,50316,0,1957,0,0,96,1,Memory,6384992,69444,null,null,null,null,null,null,
1431,2,3,9.12.247.192,ShuffleMapTask,34,1436919883480,0,1436919883446,22,3,0,92374,0,1957,0,0,96,1,Memory,6384992,69444,null,null,null,null,null,null,
1631,4,0,9.12.247.197,ShuffleMapTask,94,1436919884382,0,1436919884288,22,5,0,52945,0,1957,0,0,96,1,Memory,6384992,69444,null,null,null,null,null,null,
1831,4,0,9.12.247.197,ShuffleMapTask,79,1436919884597,0,1436919884518,13,3,0,74987,0,1957,0,0,96,1,Memory,6384992,69444,null,null,null,null,null,null,
2031,4,5,9.12.247.196,ShuffleMapTask,95,1436919884863,0,1436919884768,15,3,0,58001,0,1957,0,0,96,1,Memory,6384992,69444,null,null,null,null,null,null,
2231,6,4,9.12.247.208,ShuffleMapTask,66,1436919885404,0,1436919885338,23,18,0,68028,0,1957,0,0,96,1,Memory,6384992,69444,null,null,null,null,null,null,
2431,6,5,9.12.247.196,ShuffleMapTask,40,1436919885584,0,1436919885544,13,1,0,445149,0,1957,0,0,96,1,Memory,6384992,69444,null,null,null,null,null,null,
2631,6,2,9.12.247.200,ShuffleMapTask,82,1436919885818,0,1436919885736,21,1,0,53160,0,1957,0,0,96,1,Memory,6384992,69444,null,null,null,null,null,null,
2831,6,6,9.12.247.202,ShuffleMapTask,80,1436919885998,0,1436919885918,13,2,0,51028,0,1957,0,0,96,1,Memory,6384992,69444,null,null,null,null,null,null,
3031,8,9,9.12.247.199,ResultTask,38,1436919886503,0,1436919886465,20,2,1,null,0,1824,0,0,null,null,Memory,6384992,69444,null,null,null,null,null,null,
3231,8,2,9.12.247.200,ResultTask,45,1436919886705,0,1436919886660,23,2,0,null,0,1824,0,0,null,null,Memory,6384992,69444,null,null,null,null,null,null,
3431,8,7,9.12.247.186,ResultTask,40,1436919886885,0,1436919886845,28,3,0,null,0,1824,0,0,null,null,Memory,6384992,69444,null,null,null,null,null,null,
3631,8,6,9.12.247.202,ResultTask,87,1436919887167,0,1436919887080,40,2,0,null,0,1824,0,0,null,null,Memory,6384992,69444,null,null,null,null,null,null,
32,1,8,9.12.247.250,ResultTask,4025,1436919857493,0,1436919853468,3118,857,0,null,151,2335,0,0,null,null,Hadoop,7144198,69444,null,null,null,null,null,null,
232,1,2,9.12.247.200,ResultTask,981,1436919864195,0,1436919863214,964,4,0,null,118,2335,0,0,null,null,Hadoop,7144289,69444,null,null,null,null,null,null,
432,1,8,9.12.247.250,ResultTask,933,1436919870776,0,1436919869843,917,4,0,null,114,2335,0,0,null,null,Hadoop,7144450,69444,null,null,null,null,null,null,
632,1,0,9.12.247.197,ResultTask,1360,1436919877373,0,1436919876013,1329,3,0,null,76,2335,0,0,null,null,Hadoop,7144982,69444,null,null,null,null,null,null,
832,2,2,9.12.247.200,ShuffleMapTask,41,1436919882488,0,1436919882447,15,5,0,60676,0,1957,0,0,96,1,Memory,6384992,69444,null,null,null,null,null,null,
1032,2,3,9.12.247.192,ShuffleMapTask,168,1436919882925,0,1436919882757,40,13,0,65376,0,1957,0,0,96,1,Memory,6384992,69444,null,null,null,null,null,null,
1232,2,6,9.12.247.202,ShuffleMapTask,70,1436919883083,0,1436919883013,19,3,0,50411,0,1957,0,0,96,1,Memory,6384992,69444,null,null,null,null,null,null,
1432,2,3,9.12.247.192,ShuffleMapTask,33,1436919883490,0,1436919883457,21,4,1,77500,0,1957,0,0,96,1,Memory,6384992,69444,null,null,null,null,null,null,
1632,4,0,9.12.247.197,ShuffleMapTask,52,1436919884341,0,1436919884289,16,4,1,75230,0,1957,0,0,96,1,Memory,6384992,69444,null,null,null,null,null,null,
1832,4,6,9.12.247.202,ShuffleMapTask,78,1436919884596,0,1436919884518,13,2,0,80597,0,1957,0,0,96,1,Memory,6384992,69444,null,null,null,null,null,null,
2032,4,3,9.12.247.192,ShuffleMapTask,95,1436919884864,0,1436919884769,17,3,0,90057,0,1957,0,0,96,1,Memory,6384992,69444,null,null,null,null,null,null,
2232,6,0,9.12.247.197,ShuffleMapTask,93,1436919885431,0,1436919885338,34,23,0,55882,0,1957,0,0,96,1,Memory,6384992,69444,null,null,null,null,null,null,
2432,6,2,9.12.247.200,ShuffleMapTask,38,1436919885582,0,1436919885544,12,1,0,62733,0,1957,0,0,96,1,Memory,6384992,69444,null,null,null,null,null,null,
2632,6,1,9.12.247.201,ShuffleMapTask,87,1436919885827,0,1436919885740,23,0,1,57061,0,1957,0,0,96,1,Memory,6384992,69444,null,null,null,null,null,null,
2832,6,9,9.12.247.199,ShuffleMapTask,116,1436919886034,0,1436919885918,13,1,0,57825,0,1957,0,0,96,1,Memory,6384992,69444,null,null,null,null,null,null,
3032,8,9,9.12.247.199,ResultTask,45,1436919886510,0,1436919886465,19,2,0,null,0,1824,0,0,null,null,Memory,6384992,69444,null,null,null,null,null,null,
3232,8,3,9.12.247.192,ResultTask,46,1436919886706,0,1436919886660,25,3,0,null,0,1824,0,0,null,null,Memory,6384992,69444,null,null,null,null,null,null,
